id,nama,kategori,zona,strategi,telepon,tipe,rating,reviews,maps_url
261,"Jual pakan hewan dan burung","Pet & Hewan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=Jual%20pakan%20hewan%20dan%20burung%20sukabumi"
262,"KIOS PAKAN BERKAH JAYA","Pet & Hewan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,3,"https://www.google.com/maps/search/?api=1&query=KIOS%20PAKAN%20BERKAH%20JAYA%20sukabumi"
263,"Hidayat pakan","Pet & Hewan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=Hidayat%20pakan%20sukabumi"
264,"PD.CAHAYA MUKTI","Agrikultur","Zona 5 (Timur/Utara)","UNDER_5",,,4.7,38,"https://www.google.com/maps/search/?api=1&query=PD.CAHAYA%20MUKTI%20sukabumi"
265,"Kios Pupuk Sugih Tani (pengecer Resmi PT. Pupuk Kujang)","Agrikultur","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,16,"https://www.google.com/maps/search/?api=1&query=Kios%20Pupuk%20Sugih%20Tani%20(pengecer%20Resmi%20PT.%20Pupuk%20Kujang)%20sukabumi"
266,"Revolusi Tani mandiri / (teguh jaya tani)","Agrikultur","Zona 1 (Baros/Jalur)","UNDER_5",,,4.5,27,"https://www.google.com/maps/search/?api=1&query=Revolusi%20Tani%20mandiri%20%2F%20(teguh%20jaya%20tani)%20sukabumi"
267,"SYAFAAT TANI (Kios Pertanian )","Agrikultur","Zona 5 (Timur/Utara)","HIGH_LOW_REV",,,5,5,"https://www.google.com/maps/search/?api=1&query=SYAFAAT%20TANI%20(Kios%20Pertanian%20)%20sukabumi"
268,"Toko Pertanian Tani Sejahtera","Agrikultur","Zona 6 (Ekspedisi Wisata)","UNDER_5",,,4.9,12,"https://www.google.com/maps/search/?api=1&query=Toko%20Pertanian%20Tani%20Sejahtera%20sukabumi"
269,"Wijaya Diesel","Agrikultur","Zona 4 (Jantung Kota)","UNDER_5",,,4.5,111,"https://www.google.com/maps/search/?api=1&query=Wijaya%20Diesel%20sukabumi"
270,"Prima Jaya Tani","Agrikultur","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",,,5,3,"https://www.google.com/maps/search/?api=1&query=Prima%20Jaya%20Tani%20sukabumi"
271,"Kamo Petshop dan Kamo klinik Hewan Surya Kencana","Pet & Hewan","Zona 4 (Jantung Kota)","UNDER_5",,,4.7,335,"https://www.google.com/maps/search/?api=1&query=Kamo%20Petshop%20dan%20Kamo%20klinik%20Hewan%20Surya%20Kencana%20sukabumi"
272,"Sebiru Biru Pet & Poultry Shop","Pet & Hewan","Zona 6 (Ekspedisi Wisata)","HIGH_LOW_REV",,,5,9,"https://www.google.com/maps/search/?api=1&query=Sebiru%20Biru%20Pet%20%26%20Poultry%20Shop%20sukabumi"
273,"Klinik Hewan Sukabumi (Ryvet)","Pet & Hewan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.7,69,"https://www.google.com/maps/search/?api=1&query=Klinik%20Hewan%20Sukabumi%20(Ryvet)"
274,"Pembibitan Tanah Muda Sukabumi","Agrikultur","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.7,18,"https://www.google.com/maps/search/?api=1&query=Pembibitan%20Tanah%20Muda%20Sukabumi"
275,"Toko Sepeda Family Sukabumi","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4.8,170,"https://www.google.com/maps/search/?api=1&query=Toko%20Sepeda%20Family%20Sukabumi"
276,"Rodalink Sukabumi","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,439,"https://www.google.com/maps/search/?api=1&query=Rodalink%20Sukabumi"
277,"Toko Sepeda Deli Baru","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4.4,51,"https://www.google.com/maps/search/?api=1&query=Toko%20Sepeda%20Deli%20Baru%20sukabumi"
278,"Toko Sepeda Mitra Jaya","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4.8,11,"https://www.google.com/maps/search/?api=1&query=Toko%20Sepeda%20Mitra%20Jaya%20sukabumi"
279,"Toko Sepeda Bintang Terang 2","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4,12,"https://www.google.com/maps/search/?api=1&query=Toko%20Sepeda%20Bintang%20Terang%202%20sukabumi"
280,"Bintang Terang Alat dan Bahan Meubel","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.7,59,"https://www.google.com/maps/search/?api=1&query=Bintang%20Terang%20Alat%20dan%20Bahan%20Meubel%20sukabumi"
281,"Pusat Sepeda Sukabumi","Olahraga","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=Pusat%20Sepeda%20Sukabumi"
282,"Trijaya Gym Sukabumi","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,23,"https://www.google.com/maps/search/?api=1&query=Trijaya%20Gym%20Sukabumi"
283,"MyFit Sukabumi","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4.8,337,"https://www.google.com/maps/search/?api=1&query=MyFit%20Sukabumi"
284,"Fast Track Fitness - Pilates & Gym Sukabumi","Olahraga","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,2977,"https://www.google.com/maps/search/?api=1&query=Fast%20Track%20Fitness%20-%20Pilates%20%26%20Gym%20Sukabumi"
285,"Fitstrength Revolution","Olahraga","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,38,"https://www.google.com/maps/search/?api=1&query=Fitstrength%20Revolution%20sukabumi"
286,"JAF GYM","Olahraga","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.9,50,"https://www.google.com/maps/search/?api=1&query=JAF%20GYM%20sukabumi"
287,"Fit Strength (Fitnes Khusus Perempuan)","Olahraga","Zona 6 (Ekspedisi Wisata)","HIGH_LOW_REV",,,5,15,"https://www.google.com/maps/search/?api=1&query=Fit%20Strength%20(Fitnes%20Khusus%20Perempuan)%20sukabumi"
288,"Liverpool Futsal Sukabumi","Olahraga","Zona 4 (Jantung Kota)","UNDER_5",,,4.3,313,"https://www.google.com/maps/search/?api=1&query=Liverpool%20Futsal%20Sukabumi"
289,"GOR FUTSAL JAYA ABADI","Olahraga","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.6,98,"https://www.google.com/maps/search/?api=1&query=GOR%20FUTSAL%20JAYA%20ABADI%20sukabumi"
290,"Garuda Sport Center","Olahraga","Zona 5 (Timur/Utara)","UNDER_5",,,4.5,166,"https://www.google.com/maps/search/?api=1&query=Garuda%20Sport%20Center%20sukabumi"
291,"Insani Futsal Sukabumi","Olahraga","Zona 3 (Pusat Selatan)","UNDER_5",,,4.3,186,"https://www.google.com/maps/search/?api=1&query=Insani%20Futsal%20Sukabumi"
292,"Baros Futsal Sukabumi","Olahraga","Zona 5 (Timur/Utara)","UNDER_5",,,4.4,128,"https://www.google.com/maps/search/?api=1&query=Baros%20Futsal%20Sukabumi"
293,"Castalia Futsal","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.3,782,"https://www.google.com/maps/search/?api=1&query=Castalia%20Futsal%20sukabumi"
294,"Benteng Futsal","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4,77,"https://www.google.com/maps/search/?api=1&query=Benteng%20Futsal%20sukabumi"
295,"Disen ARENA","Olahraga","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.4,354,"https://www.google.com/maps/search/?api=1&query=Disen%20ARENA%20sukabumi"
296,"Barca Futsal","Olahraga","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.4,155,"https://www.google.com/maps/search/?api=1&query=Barca%20Futsal%20sukabumi"
297,"Toko Samudra Pancing","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.6,19,"https://www.google.com/maps/search/?api=1&query=Toko%20Samudra%20Pancing%20sukabumi"
298,"NIDIA FISHING SHOP","Olahraga","Zona 5 (Timur/Utara)","UNDER_5",,,4.7,81,"https://www.google.com/maps/search/?api=1&query=NIDIA%20FISHING%20SHOP%20sukabumi"
299,"Toko pancing NEW MUJUR ABADI","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4,10,"https://www.google.com/maps/search/?api=1&query=Toko%20pancing%20NEW%20MUJUR%20ABADI%20sukabumi"
300,"Toko Pancing Izdihaar","Olahraga","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=Toko%20Pancing%20Izdihaar%20sukabumi"
301,"Satria langit fishing","Olahraga","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=Satria%20langit%20fishing%20sukabumi"
302,"Agil Fishing Sukabumi","Olahraga","Zona 1 (Baros/Jalur)","UNDER_5",,,4.5,26,"https://www.google.com/maps/search/?api=1&query=Agil%20Fishing%20Sukabumi"
303,"Tb. Berdikari Jaya","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.7,96,"https://www.google.com/maps/search/?api=1&query=Tb.%20Berdikari%20Jaya%20sukabumi"
304,"TB. Jaya Bangunan","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.6,62,"https://www.google.com/maps/search/?api=1&query=TB.%20Jaya%20Bangunan%20sukabumi"
305,"WYN Karya Perkasa","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,31,"https://www.google.com/maps/search/?api=1&query=WYN%20Karya%20Perkasa%20sukabumi"
306,"PT. Multijaya Prakarsa Abadi","Konstruksi","Zona 5 (Timur/Utara)","HIGH_LOW_REV",,,5,75,"https://www.google.com/maps/search/?api=1&query=PT.%20Multijaya%20Prakarsa%20Abadi%20sukabumi"
307,"Agassi dekorasi","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,11,"https://www.google.com/maps/search/?api=1&query=Agassi%20dekorasi%20sukabumi"
308,"sedot WC Sukabumi","Konstruksi","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",,,5,4,"https://www.google.com/maps/search/?api=1&query=sedot%20WC%20Sukabumi"
309,"Bangun Rumah Syariah","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,54,"https://www.google.com/maps/search/?api=1&query=Bangun%20Rumah%20Syariah%20sukabumi"
310,"Renovasi Rumah Sukabumi","Konstruksi","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",,,5,24,"https://www.google.com/maps/search/?api=1&query=Renovasi%20Rumah%20Sukabumi"
311,"Sala Studio - Arsitek Sukabumi","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4,1,"https://www.google.com/maps/search/?api=1&query=Sala%20Studio%20-%20Arsitek%20Sukabumi"
312,"PUTRA ARKANA BERJAYA COUNTRUCTIONS AND PROPERTY","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,3,"https://www.google.com/maps/search/?api=1&query=PUTRA%20ARKANA%20BERJAYA%20COUNTRUCTIONS%20AND%20PROPERTY%20sukabumi"
313,"toko padi aluminium dan kaca","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.6,18,"https://www.google.com/maps/search/?api=1&query=toko%20padi%20aluminium%20dan%20kaca%20sukabumi"
314,"Toko Kaca Bening","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.8,22,"https://www.google.com/maps/search/?api=1&query=Toko%20Kaca%20Bening%20sukabumi"
315,"Cahaya Baru Aluminium Kaca | Pintu | Jendela | Kusen Lengkung | Tempered","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,30,"https://www.google.com/maps/search/?api=1&query=Cahaya%20Baru%20Aluminium%20Kaca%20%7C%20Pintu%20%7C%20Jendela%20%7C%20Kusen%20Lengkung%20%7C%20Tempered%20sukabumi"
316,"Mekar jaya kaca","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,3,"https://www.google.com/maps/search/?api=1&query=Mekar%20jaya%20kaca%20sukabumi"
317,"Carisma Glass","Konstruksi","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.9,12,"https://www.google.com/maps/search/?api=1&query=Carisma%20Glass%20sukabumi"
318,"Mirah Kaca Mobil Sukabumi","Konstruksi","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",,,5,42,"https://www.google.com/maps/search/?api=1&query=Mirah%20Kaca%20Mobil%20Sukabumi"
319,"SUBA-Arch","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,4.8,26,"https://www.google.com/maps/search/?api=1&query=SUBA-Arch%20sukabumi"
320,"Sukabumiarsitek","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,3,"https://www.google.com/maps/search/?api=1&query=Sukabumiarsitek"
321,"Kersa studio","Konstruksi","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,27,"https://www.google.com/maps/search/?api=1&query=Kersa%20studio%20sukabumi"
322,"FR DESIGN KONSULTAN","Konstruksi","Zona 4 (Jantung Kota)","UNDER_5",,,4.9,43,"https://www.google.com/maps/search/?api=1&query=FR%20DESIGN%20KONSULTAN%20sukabumi"
323,"Idsign Interior Desain","Konstruksi","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",,,5,23,"https://www.google.com/maps/search/?api=1&query=Idsign%20Interior%20Desain%20sukabumi"
324,"Ordehaus Desain Interior & Arsitektur Terbaik Sukabumi","Konstruksi","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",,,5,2,"https://www.google.com/maps/search/?api=1&query=Ordehaus%20Desain%20Interior%20%26%20Arsitektur%20Terbaik%20Sukabumi"
325,"CV DIS Indonesia","Konstruksi","Zona 1 (Baros/Jalur)","UNDER_5",,,1,2,"https://www.google.com/maps/search/?api=1&query=CV%20DIS%20Indonesia%20sukabumi"
326,"Lokatara Architect Studio | Jasa Gambar Arsitek dan Interior","Konstruksi","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",,,5,8,"https://www.google.com/maps/search/?api=1&query=Lokatara%20Architect%20Studio%20%7C%20Jasa%20Gambar%20Arsitek%20dan%20Interior%20sukabumi"
327,"PT. Askrindo (Persero) Cabang Sukabumi","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,18,"https://www.google.com/maps/search/?api=1&query=PT.%20Askrindo%20(Persero)%20Cabang%20Sukabumi"
328,"Asuransi Sinar Mas Kantor Pemasaran Sukabumi","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.4,30,"https://www.google.com/maps/search/?api=1&query=Asuransi%20Sinar%20Mas%20Kantor%20Pemasaran%20Sukabumi"
329,"Prudential","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,4.3,98,"https://www.google.com/maps/search/?api=1&query=Prudential%20sukabumi"
330,"IFG Life Sukabumi","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,4.3,32,"https://www.google.com/maps/search/?api=1&query=IFG%20Life%20Sukabumi"
331,"Allianz Life Indonesia - Sukabumi","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.6,19,"https://www.google.com/maps/search/?api=1&query=Allianz%20Life%20Indonesia%20-%20Sukabumi"
332,"PT. AJS Bumiputera","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,3.1,39,"https://www.google.com/maps/search/?api=1&query=PT.%20AJS%20Bumiputera%20sukabumi"
333,"PT Asuransi Tri Pakarta (TRIPA) - Sukabumi","Keuangan","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,4,"https://www.google.com/maps/search/?api=1&query=PT%20Asuransi%20Tri%20Pakarta%20(TRIPA)%20-%20Sukabumi"
334,"Asuransi ABDA","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,4.3,30,"https://www.google.com/maps/search/?api=1&query=Asuransi%20ABDA%20sukabumi"
335,"Aca Asuransi","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.5,34,"https://www.google.com/maps/search/?api=1&query=Aca%20Asuransi%20sukabumi"
336,"PT. ASURANSI UMUM BUMIDA 1967 SUKABUMI","Keuangan","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",,,5,1,"https://www.google.com/maps/search/?api=1&query=PT.%20ASURANSI%20UMUM%20BUMIDA%201967%20SUKABUMI"
337,"Adira Dinamika Multi Finance, Tbk. PT","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.2,20,"https://www.google.com/maps/search/?api=1&query=Adira%20Dinamika%20Multi%20Finance%2C%20Tbk.%20PT%20sukabumi"
338,"Adira Finance Cabang Sukabumi - Surya Kencana","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.9,15,"https://www.google.com/maps/search/?api=1&query=Adira%20Finance%20Cabang%20Sukabumi%20-%20Surya%20Kencana"
339,"PT. Mandiri Utama Finance Sukabumi","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.4,85,"https://www.google.com/maps/search/?api=1&query=PT.%20Mandiri%20Utama%20Finance%20Sukabumi"
340,"Mandiri Tunas Finance","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,4.9,167,"https://www.google.com/maps/search/?api=1&query=Mandiri%20Tunas%20Finance%20sukabumi"
341,"Mandala finance","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,4.2,31,"https://www.google.com/maps/search/?api=1&query=Mandala%20finance%20sukabumi"
342,"Kredit Plus Sukabumi","Keuangan","Zona 3 (Pusat Selatan)","UNDER_5",,,3.5,18,"https://www.google.com/maps/search/?api=1&query=Kredit%20Plus%20Sukabumi"
343,"PT. Mandala Multifinance Tbk","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.9,27,"https://www.google.com/maps/search/?api=1&query=PT.%20Mandala%20Multifinance%20Tbk%20sukabumi"
344,"Bank Sinarmas - Sukabumi","Keuangan","Zona 5 (Timur/Utara)","UNDER_5",,,3.8,20,"https://www.google.com/maps/search/?api=1&query=Bank%20Sinarmas%20-%20Sukabumi"
345,"Gadai bpkb motor dan mobil","Keuangan","Zona 5 (Timur/Utara)","HIGH_LOW_REV",,,5,2,"https://www.google.com/maps/search/?api=1&query=Gadai%20bpkb%20motor%20dan%20mobil%20sukabumi"
346,"Pegadaian Sukabumi","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.4,137,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20Sukabumi"
347,"Pegadaian Syariah","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.7,197,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20Syariah%20sukabumi"
348,"Pegadaian Pasar Pelita","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.3,13,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20Pasar%20Pelita%20sukabumi"
349,"Pegadaian Cibadak","Keuangan","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.6,138,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20Cibadak%20sukabumi"
350,"Museum Pegadaian","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,4.7,367,"https://www.google.com/maps/search/?api=1&query=Museum%20Pegadaian%20sukabumi"
351,"Pusat Gadai Indonesia","Keuangan","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",,,5,144,"https://www.google.com/maps/search/?api=1&query=Pusat%20Gadai%20Indonesia%20sukabumi"
352,"Pegadaian UPC Cisaat","Keuangan","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4,31,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20UPC%20Cisaat%20sukabumi"
353,"Pegadaian UPS Sukaraja","Keuangan","Zona 6 (Ekspedisi Wisata)","UNDER_5",,,3.8,17,"https://www.google.com/maps/search/?api=1&query=Pegadaian%20UPS%20Sukaraja%20sukabumi"
354,"Raja Gadai Cisaat","Keuangan","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.9,303,"https://www.google.com/maps/search/?api=1&query=Raja%20Gadai%20Cisaat%20sukabumi"
355,"Kantor Pelayanan Pajak Pratama Sukabumi","Keuangan","Zona 4 (Jantung Kota)","UNDER_5",,,4.5,591,"https://www.google.com/maps/search/?api=1&query=Kantor%20Pelayanan%20Pajak%20Pratama%20Sukabumi"
356,"Kantor konsultan pajak KKP Dedy D Rasmin","Keuangan","Zona 3 (Pusat Selatan)","HIGH_LOW_REV",,,5,5,"https://www.google.com/maps/search/?api=1&query=Kantor%20konsultan%20pajak%20KKP%20Dedy%20D%20Rasmin%20sukabumi"
357,"Brevet Pajak Sukabumi","Keuangan","Zona 1 (Baros/Jalur)","UNDER_5",,,3.5,2,"https://www.google.com/maps/search/?api=1&query=Brevet%20Pajak%20Sukabumi"
358,"Biro Jasa Alan (Jasa Layanan Dokumen Publik)","Keuangan","Zona 6 (Ekspedisi Wisata)","HIGH_LOW_REV",,,5,6,"https://www.google.com/maps/search/?api=1&query=Biro%20Jasa%20Alan%20(Jasa%20Layanan%20Dokumen%20Publik)%20sukabumi"
359,"mindz games Rental Playstation","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",081990200800,mobile,4.8,0,"https://www.google.com/maps/search/?api=1&query=mindz%20games%20Rental%20Playstation%20sukabumi"
360,"SF Arcadia","Gaming","Zona 4 (Jantung Kota)","HIGH_LOW_REV",,,5,143,"https://www.google.com/maps/search/?api=1&query=SF%20Arcadia%20sukabumi"
361,"ADENZ GAMES (MAIN DITEMPAT ATAU SEWA PS ANTAR JEMPUT )","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",088224994192,mobile,4.9,166,"https://www.google.com/maps/search/?api=1&query=ADENZ%20GAMES%20(MAIN%20DITEMPAT%20ATAU%20SEWA%20PS%20ANTAR%20JEMPUT%20)%20sukabumi"
362,"Second Home Playstation 4 Rental","Gaming","Zona 4 (Jantung Kota)","UNDER_5",085721023450,mobile,4.1,40,"https://www.google.com/maps/search/?api=1&query=Second%20Home%20Playstation%204%20Rental%20sukabumi"
363,"GAME-Z Playstation Rental","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",087719191738,mobile,4.6,36,"https://www.google.com/maps/search/?api=1&query=GAME-Z%20Playstation%20Rental%20sukabumi"
364,"PLAYHERE RENTAL PLAYSTATION (ISI GAME PS & SEWA BAWA PULANG)","Gaming","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085724622045,mobile,5,7,"https://www.google.com/maps/search/?api=1&query=PLAYHERE%20RENTAL%20PLAYSTATION%20(ISI%20GAME%20PS%20%26%20SEWA%20BAWA%20PULANG)%20sukabumi"
365,"Solaris Games Center","Gaming","Zona 4 (Jantung Kota)","UNDER_5",,,4.5,135,"https://www.google.com/maps/search/?api=1&query=Solaris%20Games%20Center%20sukabumi"
366,"Regalia Gaming ( Farmhouse Sukabumi )","Gaming","Zona 3 (Pusat Selatan)","UNDER_5",082298898900,mobile,4.7,21,"https://www.google.com/maps/search/?api=1&query=Regalia%20Gaming%20(%20Farmhouse%20Sukabumi%20)"
367,"Lakula Gaming Zone","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",080000000,landline,4.4,44,"https://www.google.com/maps/search/?api=1&query=Lakula%20Gaming%20Zone%20sukabumi"
368,"Cowboy Games","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",085759011190,mobile,4.8,34,"https://www.google.com/maps/search/?api=1&query=Cowboy%20Games%20sukabumi"
369,"ADENZ GAMES 2 ( MAIN DI TEMPAT & SEWA PS DIBAWA PULANG )","Gaming","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085177884849,mobile,5,28,"https://www.google.com/maps/search/?api=1&query=ADENZ%20GAMES%202%20(%20MAIN%20DI%20TEMPAT%20%26%20SEWA%20PS%20DIBAWA%20PULANG%20)%20sukabumi"
370,"Enzy Enterprise","Gaming","Zona 4 (Jantung Kota)","UNDER_5",081808340068,mobile,4.6,116,"https://www.google.com/maps/search/?api=1&query=Enzy%20Enterprise%20sukabumi"
371,"RO cafe.billiard.esports","Gaming","Zona 3 (Pusat Selatan)","UNDER_5",085798857118,mobile,4.4,17,"https://www.google.com/maps/search/?api=1&query=RO%20cafe.billiard.esports%20sukabumi"
372,"MW GAME ZONE","Gaming","Zona 2 (Cisaat/Cibadak)","UNDER_5",,,4.8,22,"https://www.google.com/maps/search/?api=1&query=MW%20GAME%20ZONE%20sukabumi"
373,"Rental PS ""MWSTATION""","Gaming","Zona 6 (Ekspedisi Wisata)","HIGH_LOW_REV",081259759402,mobile,5,0,"https://www.google.com/maps/search/?api=1&query=Rental%20PS%20%22MWSTATION%22%20sukabumi"
374,"GAME-B RENTAL PLAYSTATION","Gaming","Zona 1 (Baros/Jalur)","UNDER_5",085143539110,mobile,4.1,27,"https://www.google.com/maps/search/?api=1&query=GAME-B%20RENTAL%20PLAYSTATION%20sukabumi"
375,"CuciWangi Sukabumi","Cuci Sepatu","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085189000067,mobile,5,0,"https://www.google.com/maps/search/?api=1&query=CuciWangi%20Sukabumi"
376,"NGUMBAH SAPATU KOTA SUKABUMI","Cuci Sepatu","Zona 1 (Baros/Jalur)","UNDER_5",085921324281,mobile,4.9,24,"https://www.google.com/maps/search/?api=1&query=NGUMBAH%20SAPATU%20KOTA%20SUKABUMI"
377,"Cuci Disini Sukabumi","Cuci Sepatu","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085183022135,mobile,5,66,"https://www.google.com/maps/search/?api=1&query=Cuci%20Disini%20Sukabumi"
378,"Sneakers Shoes Cleaning","Cuci Sepatu","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085798926364,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Sneakers%20Shoes%20Cleaning%20sukabumi"
379,"Cuci Bersih Shoes And Care","Cuci Sepatu","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",0895329532278,mobile,5,27,"https://www.google.com/maps/search/?api=1&query=Cuci%20Bersih%20Shoes%20And%20Care%20sukabumi"
380,"SUKACUCI","Cuci Sepatu","Zona 1 (Baros/Jalur)","UNDER_5",085723234313,mobile,4.8,127,"https://www.google.com/maps/search/?api=1&query=SUKACUCI%20sukabumi"
381,"Laundry & Cuci Sepatu - Pasti Bersih.Small Space","Cuci Sepatu","Zona 4 (Jantung Kota)","UNDER_5",089612956100,mobile,4.7,26,"https://www.google.com/maps/search/?api=1&query=Laundry%20%26%20Cuci%20Sepatu%20-%20Pasti%20Bersih.Small%20Space%20sukabumi"
382,"Wash it! Cuci Sepatu Sukabumi","Cuci Sepatu","Zona 1 (Baros/Jalur)","HIGH_LOW_REV",085280465741,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Wash%20it!%20Cuci%20Sepatu%20Sukabumi"
383,"RUANG CUCI","Cuci Sepatu","Zona 1 (Baros/Jalur)","UNDER_5",085888856910,mobile,4.7,31,"https://www.google.com/maps/search/?api=1&query=RUANG%20CUCI%20sukabumi"
384,"Clean Care Laundry Sepatu Cisaat","Cuci Sepatu","Zona 2 (Cisaat/Cibadak)","HIGH_LOW_REV",085771074283,mobile,5,1,"https://www.google.com/maps/search/?api=1&query=Clean%20Care%20Laundry%20Sepatu%20Cisaat%20sukabumi"
385,"Sukacuci Laundry Sukabumi – Laundry Kiloan & Express Antar Jemput Terdekat","Cuci Sepatu","Zona 4 (Jantung Kota)","HIGH_LOW_REV",085723234313,mobile,5,32,"https://www.google.com/maps/search/?api=1&query=Sukacuci%20Laundry%20Sukabumi%20%E2%80%93%20Laundry%20Kiloan%20%26%20Express%20Antar%20Jemput%20Terdekat"
